antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Red chicory, ""Radicchio"", raw'})","frozenset({'Lettuce, raw', 'Fennel, raw'})",0.026992615227909345,0.023149755770076625,0.020140287519966663,0.7461406518010292,32.23103773584906,1.0,0.019515415069844912,3.8479979215273334,0.9958547290081733,0.6712962962962963,0.7401245997546996,0.8080703259005146
"frozenset({'Fennel, raw', 'Red chicory, ""Radicchio"", raw'})","frozenset({'Lettuce, raw', 'Tomato, salad type, raw'})",0.02023288654304697,0.03196981271847582,0.020070838252656435,0.9919908466819222,31.0289852310782,1.0,0.019423996659121052,120.86548338343557,0.9877572491947669,0.6246397694524495,0.9917263392988087,0.8098983922041036
"frozenset({'Lettuce, raw', 'Tomato, salad type, raw'})","frozenset({'Fennel, raw', 'Red chicory, ""Radicchio"", raw'})",0.03196981271847582,0.02023288654304697,0.020070838252656435,0.6278059377262852,31.028985231078195,1.0,0.019423996659121052,2.632409306778311,0.9997333570324786,0.6246397694524495,0.6201198660766567,0.8098983922041036
"frozenset({'Carrots, raw', 'Potato, raw'})","frozenset({'Chard, raw', 'Celery, raw', 'Onion, raw'})",0.03183091418385536,0.024052596245109616,0.02352015186239785,0.7389090909090908,30.720554379210775,1.0,0.022754535735420845,3.7379601118745795,0.9992557274041428,0.7267525035765378,0.7324744058067271,0.8583862105171055
"frozenset({'Chard, raw', 'Celery, raw', 'Onion, raw'})","frozenset({'Carrots, raw', 'Potato, raw'})",0.024052596245109616,0.03183091418385536,0.02352015186239785,0.9778633301251202,30.72055437921077,1.0,0.022754535735420845,43.73598609404208,0.9912916417167812,0.7267525035765378,0.9771355332460143,0.8583862105171055
"frozenset({'Chard, raw', 'Celery, raw'})","frozenset({'Potato, raw', 'Carrots, raw'})",0.024122045512419844,0.03183091418385536,0.02354330161816793,0.9760076775431862,30.662257197696736,1.0,0.02277547485752304,40.35328749681691,0.9912987689879333,0.7264285714285714,0.9752188715707764,0.8578220205897749
"frozenset({'Potato, raw', 'Carrots, raw'})","frozenset({'Chard, raw', 'Celery, raw'})",0.03183091418385536,0.024122045512419844,0.02354330161816793,0.7396363636363636,30.662257197696736,1.0,0.02277547485752304,3.7481346017330246,0.9991918035169606,0.7264285714285714,0.7332006167714388,0.8578220205897749
"frozenset({'Yeast, beer yeast tablets', ""Cheese, Mozzarella, cow's milk""})","frozenset({'Vegetable oil, mixed seeds', 'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour'})",0.02833530106257379,0.030904923953052294,0.026575919624047966,0.9379084967320261,30.348189762796505,1.0,0.025700219299522282,15.607531224756103,0.9952498084258745,0.8136073706591069,0.9359283678116987,0.8989167951824925
"frozenset({'Vegetable oil, mixed seeds', 'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour'})","frozenset({'Yeast, beer yeast tablets', ""Cheese, Mozzarella, cow's milk""})",0.030904923953052294,0.02833530106257379,0.026575919624047966,0.8599250936329588,30.348189762796505,1.0,0.025700219299522282,6.936750658189646,0.9978887824055046,0.8136073706591069,0.8558402846988045,0.8989167951824925
"frozenset({'Lettuce, raw', 'Tomato, salad type, raw', 'Red chicory, ""Radicchio"", raw'})","frozenset({'Fennel, raw'})",0.020186587031506817,0.03328934879737019,0.020070838252656435,0.9942660550458716,29.86739275369716,1.0,0.019398839915936134,168.59433756974045,0.9864313534732541,0.6008316008316009,0.9940686026920309,0.7985933891362877
"frozenset({'Fennel, raw'})","frozenset({'Lettuce, raw', 'Tomato, salad type, raw', 'Red chicory, ""Radicchio"", raw'})",0.03328934879737019,0.020186587031506817,0.020070838252656435,0.6029207232267038,29.86739275369716,1.0,0.019398839915936134,2.4675511170730178,0.9998014089359294,0.6008316008316009,0.5947399050495906,0.7985933891362877
"frozenset({'Yeast, beer yeast tablets'})","frozenset({'Vegetable oil, mixed seeds', 'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour', ""Cheese, Mozzarella, cow's milk""})",0.03240965807810728,0.027548209366391185,0.026575919624047966,0.82,29.766,1.0,0.025683091577819117,5.402509947964492,0.9987745648684088,0.7961165048543689,0.814900849858357,0.8923529411764706
"frozenset({'Vegetable oil, mixed seeds', 'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour', ""Cheese, Mozzarella, cow's milk""})","frozenset({'Yeast, beer yeast tablets'})",0.027548209366391185,0.03240965807810728,0.026575919624047966,0.9647058823529412,29.766,1.0,0.025683091577819117,27.41505968778697,0.9937815242175086,0.7961165048543689,0.9635236978730531,0.8923529411764706
"frozenset({'Celery, raw', 'Carrots, raw', 'Potato, raw', 'Onion, raw'})","frozenset({'Chard, raw'})",0.02613607426441651,0.030418779081880686,0.02352015186239785,0.8999114260407439,29.584074483015232,1.0,0.02272512439328094,9.687231844394297,0.9921283707143814,0.7119831814996495,0.8967713361192373,0.8365614968864298
"frozenset({'Chard, raw'})","frozenset({'Celery, raw', 'Carrots, raw', 'Potato, raw', 'Onion, raw'})",0.030418779081880686,0.02613607426441651,0.02352015186239785,0.7732115677321156,29.584074483015232,1.0,0.02272512439328094,4.29415167253878,0.9965106677939164,0.7119831814996495,0.7671251329115765,0.8365614968864298
"frozenset({'Potato, raw', 'Carrots, raw', 'Celery, raw'})","frozenset({'Chard, raw'})",0.026251823043266894,0.030418779081880686,0.02354330161816793,0.8968253968253969,29.482623033992898,1.0,0.02274475321251817,9.397479525821774,0.9921268539668373,0.7106918238993711,0.8935884885673583,0.8353989997825615
"frozenset({'Chard, raw'})","frozenset({'Potato, raw', 'Carrots, raw', 'Celery, raw'})",0.030418779081880686,0.026251823043266894,0.02354330161816793,0.773972602739726,29.482623033992894,1.0,0.02274475321251817,4.308097995020698,0.996390704066258,0.7106918238993711,0.7678790034126892,0.8353989997825615
"frozenset({'Fennel, raw'})","frozenset({'Tomato, salad type, raw', 'Red chicory, ""Radicchio"", raw'})",0.03328934879737019,0.02051068361228789,0.02009398800842651,0.6036161335187761,29.429352279470173,1.0,0.019411200707584553,2.4710625209921577,0.9992858958189206,0.5961538461538461,0.595315783593169,0.79165005321537
"frozenset({'Tomato, salad type, raw', 'Red chicory, ""Radicchio"", raw'})","frozenset({'Fennel, raw'})",0.02051068361228789,0.03328934879737019,0.02009398800842651,0.9796839729119639,29.42935227947017,1.0,0.019411200707584553,47.583646498084924,0.9862489594550425,0.5961538461538461,0.9789843764907709,0.79165005321537
"frozenset({'Carrots, raw', 'Potato, raw'})","frozenset({'Chard, raw', 'Onion, raw'})",0.03183091418385536,0.025348982568233903,0.02352015186239785,0.7389090909090908,29.149457534246576,1.0,0.022713270573620353,3.7329948439238945,0.9974435854316211,0.6987620357634112,0.7321185691891121,0.8333814860938149
"frozenset({'Chard, raw', 'Onion, raw'})","frozenset({'Carrots, raw', 'Potato, raw'})",0.025348982568233903,0.03183091418385536,0.02352015186239785,0.9278538812785389,29.149457534246572,1.0,0.022713270573620353,13.419558847704797,0.9908100714911705,0.6987620357634112,0.9254819020991115,0.8333814860938149
"frozenset({'Vegetable oil, mixed seeds', ""Cheese, Mozzarella, cow's milk""})","frozenset({'Yeast, beer yeast tablets', 'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour'})",0.02872884691066509,0.03183091418385536,0.026575919624047966,0.9250604351329573,29.061698630136984,1.0,0.02566145416343347,12.919331564492861,0.9941512686428092,0.7820163487738421,0.9225966146152349,0.879984763021024
"frozenset({'Yeast, beer yeast tablets', 'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour'})","frozenset({'Vegetable oil, mixed seeds', ""Cheese, Mozzarella, cow's milk""})",0.03183091418385536,0.02872884691066509,0.026575919624047966,0.8349090909090908,29.061698630136984,1.0,0.02566145416343347,5.883250376642444,0.9973365842661207,0.7820163487738421,0.8300259319286871,0.879984763021024
"frozenset({'Vegetable oil, mixed seeds', ""Cheese, Mozzarella, cow's milk""})","frozenset({'Yeast, beer yeast tablets'})",0.02872884691066509,0.03240965807810728,0.026575919624047966,0.9250604351329573,28.542739726027396,1.0,0.025644827518695023,12.911608756183542,0.9935071352334269,0.7689216342933691,0.9225503174016881,0.8725302175664786
"frozenset({'Yeast, beer yeast tablets'})","frozenset({'Vegetable oil, mixed seeds', ""Cheese, Mozzarella, cow's milk""})",0.03240965807810728,0.02872884691066509,0.026575919624047966,0.82,28.542739726027396,1.0,0.025644827518695023,5.395950850496304,0.9972865364943336,0.7689216342933691,0.81467585089141,0.8725302175664786
"frozenset({'Chard, raw'})","frozenset({'Potato, raw', 'Celery, raw', 'Onion, raw'})",0.030418779081880686,0.027455610343310878,0.02352015186239785,0.7732115677321156,28.162242910054132,1.0,0.02268498571680648,4.288333315466072,0.9947505621678389,0.6846361185983828,0.7668091712009759,0.8149363066316564
"frozenset({'Potato, raw', 'Celery, raw', 'Onion, raw'})","frozenset({'Chard, raw'})",0.027455610343310878,0.030418779081880686,0.02352015186239785,0.8566610455311973,28.162242910054132,1.0,0.02268498571680648,6.764254870640524,0.9917197351949631,0.6846361185983828,0.8521640566294469,0.8149363066316564
"frozenset({'Yeast, beer yeast tablets'})","frozenset({'Vegetable oil, mixed seeds', 'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour'})",0.03240965807810728,0.030904923953052294,0.02819640252795333,0.8699999999999999,28.150853932584265,1.0,0.027194784509704997,7.454577508053437,0.9967824782012897,0.8029004614370469,0.8658542353447038,0.8911797752808988
"frozenset({'Vegetable oil, mixed seeds', 'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour'})","frozenset({'Yeast, beer yeast tablets'})",0.030904923953052294,0.03240965807810728,0.02819640252795333,0.9123595505617977,28.150853932584265,1.0,0.027194784509704997,11.040453901416466,0.9952347532697748,0.8029004614370469,0.9094240138196037,0.8911797752808988
"frozenset({'Potato, raw', 'Celery, raw'})","frozenset({'Chard, raw'})",0.027640808389471493,0.030418779081880686,0.02354330161816793,0.8517587939698492,28.001084188063604,1.0,0.022702501974124,6.540564846193413,0.9916984437900452,0.682092555331992,0.8471080061866527,0.8128656983547876
"frozenset({'Chard, raw'})","frozenset({'Potato, raw', 'Celery, raw'})",0.030418779081880686,0.027640808389471493,0.02354330161816793,0.773972602739726,28.001084188063604,1.0,0.022702501974124,4.301952787125368,0.9945397830745953,0.682092555331992,0.7675474256731173,0.8128656983547876
"frozenset({'Fennel, raw'})","frozenset({'Lettuce, raw', 'Red chicory, ""Radicchio"", raw'})",0.03328934879737019,0.022108016760423177,0.020140287519966663,0.6050069541029207,27.365953294642793,1.0,0.01940432603881083,2.4757194927790693,0.996635593455936,0.5712409717662509,0.596077018048006,0.7580008592504133
"frozenset({'Lettuce, raw', 'Red chicory, ""Radicchio"", raw'})","frozenset({'Fennel, raw'})",0.022108016760423177,0.03328934879737019,0.020140287519966663,0.9109947643979057,27.365953294642793,1.0,0.01940432603881083,10.86127849292366,0.9852399447736006,0.5712409717662509,0.9079298076509574,0.7580008592504133
"frozenset({'Carrots, raw', 'Potato, raw', 'Onion, raw'})","frozenset({'Chard, raw'})",0.028381600574113944,0.030418779081880686,0.02352015186239785,0.8287112561174551,27.243409536153507,1.0,0.022656818224543702,5.660507508788638,0.9914323106862125,0.6666666666666665,0.8233373953753482,0.8009614119247854
"frozenset({'Chard, raw'})","frozenset({'Carrots, raw', 'Potato, raw', 'Onion, raw'})",0.030418779081880686,0.028381600574113944,0.02352015186239785,0.7732115677321156,27.243409536153507,1.0,0.022656818224543702,4.284250257871188,0.9935154003249774,0.6666666666666665,0.7665869312459602,0.8009614119247854
"frozenset({'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour', ""Cheese, Mozzarella, cow's milk""})","frozenset({'Yeast, beer yeast tablets', 'Tomato, sauce type, red ripe, raw'})",0.03625251753594,0.020742181169988657,0.020070838252656435,0.553639846743295,26.691496048850574,1.0,0.019318881966057775,2.193873740039768,0.9987417880224503,0.5435736677115987,0.5441852547166761,0.7606368876573618
"frozenset({'Yeast, beer yeast tablets', 'Tomato, sauce type, red ripe, raw'})","frozenset({'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour', ""Cheese, Mozzarella, cow's milk""})",0.020742181169988657,0.03625251753594,0.020070838252656435,0.9676339285714286,26.691496048850574,1.0,0.019318881966057775,29.77647394095857,0.98292284761974,0.5435736677115987,0.9664164399726166,0.7606368876573618
"frozenset({'Tomato, sauce type, red ripe, raw', 'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour', ""Cheese, Mozzarella, cow's milk""})","frozenset({'Yeast, beer yeast tablets'})",0.023265504548927007,0.03240965807810728,0.020070838252656435,0.8626865671641791,26.618194029850745,1.0,0.01931681120521106,7.046581837909438,0.9853565280090486,0.5637191157347203,0.8580872225707837,0.7409861407249467
"frozenset({'Yeast, beer yeast tablets'})","frozenset({'Tomato, sauce type, red ripe, raw', 'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour', ""Cheese, Mozzarella, cow's milk""})",0.03240965807810728,0.023265504548927007,0.020070838252656435,0.6192857142857142,26.618194029850745,1.0,0.01931681120521106,2.5655315077514107,0.9946685797965831,0.5637191157347203,0.6102172212741751,0.7409861407249467
"frozenset({'Vegetable oil, mixed seeds', 'Yeast, beer yeast tablets'})","frozenset({'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour', ""Cheese, Mozzarella, cow's milk""})",0.02819640252795333,0.03625251753594,0.026575919624047966,0.942528735632184,25.99898709649007,1.0,0.025553729046952914,16.769206194874663,0.9894354842926689,0.7017114914425429,0.9403668850881184,0.8378033205619413
"frozenset({'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour', ""Cheese, Mozzarella, cow's milk""})","frozenset({'Vegetable oil, mixed seeds', 'Yeast, beer yeast tablets'})",0.03625251753594,0.02819640252795333,0.026575919624047966,0.7330779054916985,25.998987096490065,1.0,0.025553729046952914,3.6407761570364223,0.9977063293008084,0.7017114914425429,0.7253332924444341,0.8378033205619413
"frozenset({'Vegetable oil, mixed seeds'})","frozenset({'Yeast, beer yeast tablets', 'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour', ""Cheese, Mozzarella, cow's milk""})",0.037548903859064287,0.02833530106257379,0.026575919624047966,0.7077681874229347,24.97831894780107,1.0,0.02551196012863174,3.324979201849168,0.9974172028637218,0.6760895170789165,0.6992462390610276,0.8228383420774804
"frozenset({'Vegetable oil, mixed seeds'})","frozenset({'Yeast, beer yeast tablets', ""Cheese, Mozzarella, cow's milk""})",0.037548903859064287,0.02833530106257379,0.026575919624047966,0.7077681874229347,24.97831894780107,1.0,0.02551196012863174,3.324979201849168,0.9974172028637218,0.6760895170789165,0.6992462390610276,0.8228383420774804
"frozenset({'Yeast, beer yeast tablets', 'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour', ""Cheese, Mozzarella, cow's milk""})","frozenset({'Vegetable oil, mixed seeds'})",0.02833530106257379,0.037548903859064287,0.026575919624047966,0.9379084967320261,24.978318947801068,1.0,0.02551196012863174,15.500528179954017,0.987959407453821,0.6760895170789165,0.9354860693525756,0.8228383420774804
"frozenset({'Yeast, beer yeast tablets', ""Cheese, Mozzarella, cow's milk""})","frozenset({'Vegetable oil, mixed seeds'})",0.02833530106257379,0.037548903859064287,0.026575919624047966,0.9379084967320261,24.978318947801068,1.0,0.02551196012863174,15.500528179954017,0.987959407453821,0.6760895170789165,0.9354860693525756,0.8228383420774804
"frozenset({'Carrots, raw', 'Celery, raw'})","frozenset({'Chard, raw', 'Potato, raw', 'Onion, raw'})",0.04007222723800264,0.023635900641248236,0.02352015186239785,0.5869439630271519,24.832731019474906,1.0,0.0225730086809269,2.3637570013846143,0.9997945617906864,0.5852534562211982,0.5769446692641285,0.7910234016898736
"frozenset({'Chard, raw', 'Potato, raw', 'Onion, raw'})","frozenset({'Carrots, raw', 'Celery, raw'})",0.023635900641248236,0.04007222723800264,0.02352015186239785,0.9951028403525953,24.832731019474902,1.0,0.0225730086809269,196.0172511979933,0.9829638016694945,0.5852534562211982,0.9948984082069903,0.7910234016898736
"frozenset({'Chard, raw', 'Potato, raw'})","frozenset({'Carrots, raw', 'Celery, raw', 'Onion, raw'})",0.024168345023959998,0.03970183114568141,0.02352015186239785,0.9731800766283524,24.512221440300255,1.0,0.022560624309186022,35.80540315299658,0.9829605537084536,0.5829030407343659,0.9720712542817351,0.7827999508506194
"frozenset({'Carrots, raw', 'Celery, raw', 'Onion, raw'})","frozenset({'Chard, raw', 'Potato, raw'})",0.03970183114568141,0.024168345023959998,0.02352015186239785,0.5924198250728863,24.512221440300255,1.0,0.022560624309186022,2.3942078516221867,0.9988606195572162,0.5829030407343659,0.5823253192815094,0.7827999508506194
"frozenset({'Tomato, sauce type, red ripe, raw', 'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour'})","frozenset({'Yeast, beer yeast tablets', ""Cheese, Mozzarella, cow's milk""})",0.02896034446836586,0.02833530106257379,0.020070838252656435,0.6930455635491607,24.45873301358913,1.0,0.019250238173269443,3.165501402007084,0.9877195049096736,0.539179104477612,0.6840942798616514,0.700689448441247
"frozenset({'Yeast, beer yeast tablets', ""Cheese, Mozzarella, cow's milk""})","frozenset({'Tomato, sauce type, red ripe, raw', 'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour'})",0.02833530106257379,0.02896034446836586,0.020070838252656435,0.7083333333333334,24.45873301358913,1.0,0.019250238173269443,3.3292788189656033,0.987084133918023,0.539179104477612,0.6996346493110189,0.700689448441247
"frozenset({'Chard, raw'})","frozenset({'Carrots, raw', 'Potato, raw'})",0.030418779081880686,0.03183091418385536,0.023566451373938004,0.7747336377473364,24.33903196347032,1.0,0.022598193827405005,4.2978857390622105,0.9889978383509831,0.6092160383004188,0.7673274580309811,0.7575486370554863
"frozenset({'Carrots, raw', 'Potato, raw'})","frozenset({'Chard, raw'})",0.03183091418385536,0.030418779081880686,0.023566451373938004,0.7403636363636362,24.339031963470315,1.0,0.022598193827405005,3.734381453116004,0.990440353489891,0.6092160383004188,0.7322180359573095,0.7575486370554863
"frozenset({'Chard, raw', 'Potato, raw'})","frozenset({'Carrots, raw', 'Celery, raw'})",0.024168345023959998,0.04007222723800264,0.02354330161816793,0.9741379310344828,24.30955297914301,1.0,0.022574822204401355,37.11720721346391,0.9826120145135012,0.5784982935153583,0.9730583178241584,0.7808297974063229
"frozenset({'Carrots, raw', 'Celery, raw'})","frozenset({'Chard, raw', 'Potato, raw'})",0.04007222723800264,0.024168345023959998,0.02354330161816793,0.587521663778163,24.30955297914301,1.0,0.022574822204401355,2.365776743366282,0.9988917244920564,0.5784982935153583,0.5773058456153846,0.7808297974063229
"frozenset({'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour', ""Cheese, Mozzarella, cow's milk""})","frozenset({'Yeast, beer yeast tablets'})",0.03625251753594,0.03240965807810728,0.02833530106257379,0.7816091954022988,24.116551724137928,1.0,0.027160369364763386,4.430545249852876,0.9945911347172003,0.7026406429391503,0.7742941458428381,0.8279474548440064
"frozenset({'Yeast, beer yeast tablets'})","frozenset({'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour', ""Cheese, Mozzarella, cow's milk""})",0.03240965807810728,0.03625251753594,0.02833530106257379,0.8742857142857142,24.116551724137928,1.0,0.027160369364763386,7.666173155964109,0.9906410395342193,0.7026406429391503,0.8695568206384666,0.8279474548440064
"frozenset({'Vegetable oil, mixed seeds'})","frozenset({'Yeast, beer yeast tablets', 'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour'})",0.037548903859064287,0.03183091418385536,0.02819640252795333,0.750924784217016,23.591053020961773,1.0,0.02700118659151762,3.8870550920638283,0.9949711236641794,0.6846543001686339,0.7427358305155765,0.8183714830175989
"frozenset({'Yeast, beer yeast tablets', 'Wheat flour, white, 9% protein, pastry flour, Italian ""tipo 00"" flour'})","frozenset({'Vegetable oil, mixed seeds'})",0.03183091418385536,0.037548903859064287,0.02819640252795333,0.8858181818181817,23.591053020961773,1.0,0.02700118659151762,8.429109918431756,0.9890948416225493,0.6846543001686339,0.8813635117257966,0.8183714830175989
"frozenset({'Lettuce, raw', 'Tomato, salad type, raw'})","frozenset({'Red chicory, ""Radicchio"", raw'})",0.03196981271847582,0.026992615227909345,0.020186587031506817,0.6314265025343954,23.3925648627601,1.0,0.019323638177888677,2.6399276981733935,0.9888652098402262,0.5205970149253731,0.6212017470433318,0.6896412101008169
"frozenset({'Red chicory, ""Radicchio"", raw'})","frozenset({'Lettuce, raw', 'Tomato, salad type, raw'})",0.026992615227909345,0.03196981271847582,0.020186587031506817,0.7478559176672384,23.392564862760096,1.0,0.019323638177888677,3.8391945522797855,0.983806895260139,0.5205970149253731,0.7395286989542686,0.6896412101008169
